Nr.,interaction type,GO Term,GO Term 2,MI Term,kinasefamily,kin_phos,Kinase_Phos,Target,pSite,PMID,Pathway,Ppase family
1855,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT5G35630,,18798873,signaling.nitrate,
1446,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G35410,AT5G35410,,10725382,stress.abiotic.drought and osmotic,
1595,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G35410,AT5G35410,,11402167,stress.abiotic.drought and osmotic,
1809,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G35410,AT5G35410,,22253446,not specified,
1868,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G35410,AT5G35410,S228,19529820,stress.abiotic.drought and osmotic,
4398,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G35410,,TAIR,not specified,
1447,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G24270,,10725350,stress.abiotic.drought and osmotic,
1448,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G58380,AT5G24270,,10725350,stress.abiotic.drought and osmotic,
1449,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT5G24270,,10725350,stress.abiotic.drought and osmotic,
1450,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT5G24270,,10725350,stress.abiotic.drought and osmotic,
1451,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT5G24270,,10725350,stress.abiotic.drought and osmotic,
1596,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G24270,,11402167,not specified,
1601,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G58380,AT5G24270,,11402167,not specified,
1603,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT5G24270,,11402167,not specified,
1611,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G01140,AT5G24270,,11402167,not specified,
1614,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT5G24270,,11402167,not specified,
1789,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT5G24270,,11115898,signaling.calcium,
1792,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT5G24270,,10590166,signaling.calcium,
1814,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G24270,,22253446,not specified,
1820,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT5G24270,S205,22253446,not specified,
1834,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT5G24270,,21445098,signaling.calcium,
1841,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT4G30960,AT5G24270,,21445098,transport.potassium,
1842,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT4G30960,AT5G24270,,21445098,signaling.calcium,
1893,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G24270,,17825054,stress.abiotic.drought and osmotic,
4299,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G01140,AT5G24270,,TAIR,not specified,
4330,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT5G24270,,TAIR,not specified,
4339,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT5G24270,,TAIR,not specified,
4350,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT5G24270,,TAIR,not specified,
4359,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G18700,AT5G24270,,TAIR,not specified,
4373,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT5G24270,,TAIR,not specified,
4377,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT5G24270,,TAIR,not specified,
4384,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT5G24270,,TAIR,not specified,
4392,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G07070,AT5G24270,,TAIR,not specified,
4396,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G10930,AT5G24270,,TAIR,not specified,
4409,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G24270,,TAIR,not specified,
4428,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G58380,AT5G24270,,TAIR,not specified,
1867,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT2G30360,AT5G22570,,20621018,stress.biotic.systemic acquired resistance,
5903,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G21326,AT5G21326,,23335733,stress.biotic.reactive oxygen species,
5909,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G21326,AT5G21326,,23335733,signaling.calcium,
4372,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT5G21274,,TAIR,not specified,
4421,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT5G21274,,TAIR,not specified,
6090,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT5G13530,,23658427,cellular function.degradation,
1804,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G10930,AT5G10930,,22253446,not specified,
1866,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT2G30360,AT5G01900,,20621018,stress.biotic.systemic acquired resistance,
1807,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT5G01820,AT5G01820,,22253446,not specified,
1913,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G38510,,17875927,stress.abiotic.drought and osmotic,
4420,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G38510,,TAIR,not specified,
1887,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G35090,,17785451,stress.abiotic.drought and osmotic,
1890,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G35090,,17785451,stress.biotic.reactive oxygen species,
4408,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G35090,,TAIR,not specified,
12,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT4G33000,S237,19448033,stress.abiotic.drought and osmotic,
1818,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G33000,,22253446,not specified,
1821,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT4G33000,S237,22253446,not specified,
1844,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT4G33000,S237,21685179,not specified,
1892,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G33000,,17825054,stress.abiotic.drought and osmotic,
2126,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G33000,,18643980,not specified,
4407,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G33000,,TAIR,not specified,
1805,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G30960,AT4G30960,,22253446,not specified,
1840,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G30960,AT4G30960,,21445098,signaling.calcium,
1882,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G30960,AT4G30960,,19187042,stress.abiotic,
1883,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G30960,AT4G30960,,19187042,hormone signaling.auxin-transport,
1884,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G30960,AT4G30960,,19187042,development.root,
1885,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G30960,AT4G30960,,19187042,development.seedling and cotyledone,
1849,inactivation,GO:0044092,negative regulation of molecular function,no,SnRK3,kinase,AT2G30360,AT4G30190,,21685179,not specified,
1863,protein regulation,GO:0065009,regulation of molecular function,no,SnRK3,kinase,AT2G30360,AT4G30190,,20418496,signaling.calcium,
1901,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT2G30360,AT4G30190,S931,17483306,stress.abiotic.drought and osmotic,
1902,protein regulation,GO:0065009,regulation of molecular function,no,SnRK3,kinase,AT2G30360,AT4G30190,,17483306,stress.abiotic.drought and osmotic,
1905,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT2G30360,AT4G30190,S931,17483306,hormone signaling.abscisic acid,
1906,protein regulation,GO:0065009,regulation of molecular function,no,SnRK3,kinase,AT2G30360,AT4G30190,,17483306,hormone signaling.abscisic acid,
1909,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT2G30360,AT4G30190,S931,17483306,signaling.calcium,
1910,protein regulation,GO:0065009,regulation of molecular function,no,SnRK3,kinase,AT2G30360,AT4G30190,,17483306,signaling.calcium,
4329,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT4G30190,,TAIR,not specified,
1874,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT4G30080,,19187042,hormone signaling.auxin-transport,
1568,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G26570,,16113215,not specified,
1600,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G26570,,11402167,not specified,
1606,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G26570,,11402167,not specified,
1610,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G01140,AT4G26570,,11402167,not specified,
1613,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G26570,,11402167,not specified,
1615,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G18700,AT4G26570,,11402167,not specified,
1779,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G29230,AT4G26570,,14730130,signaling.calcium,
1782,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G34180,AT4G26570,,14730130,signaling.calcium,
1785,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G26570,,11115898,signaling.calcium,
1786,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G07070,AT4G26570,,11115898,signaling.calcium,
1787,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G26980,AT4G26570,,11115898,signaling.calcium,
1788,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G26570,,11115898,signaling.calcium,
1791,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G26570,,10590166,signaling.calcium,
1859,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT4G26570,,19832944,signaling.calcium,
2147,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G26570,,17898163,transport.potassium,
2148,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G25090,AT4G26570,,17898163,transport.potassium,
2149,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G26570,,17898163,transport.potassium,
4302,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G01140,AT4G26570,,TAIR,not specified,
4306,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G29230,AT4G26570,,TAIR,not specified,
4315,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G26570,,TAIR,not specified,
4322,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G25090,AT4G26570,,TAIR,not specified,
4325,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G26980,AT4G26570,,TAIR,not specified,
4333,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT4G26570,,TAIR,not specified,
4335,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G34180,AT4G26570,,TAIR,not specified,
4343,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G26570,,TAIR,not specified,
4349,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G26570,,TAIR,not specified,
4354,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G14580,AT4G26570,,TAIR,not specified,
4358,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G18700,AT4G26570,,TAIR,not specified,
4371,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G26570,,TAIR,not specified,
4383,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT4G26570,,TAIR,not specified,
4390,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G07070,AT4G26570,,TAIR,not specified,
4395,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G10930,AT4G26570,,TAIR,not specified,
4406,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G26570,,TAIR,not specified,
1598,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G26560,,11402167,not specified,
4419,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G26560,,TAIR,not specified,
1585,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G45820,AT4G26080,,14504388,not specified,
1590,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G26080,,12194854,hormone signaling.abscisic acid,
1593,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G26080,,12194854,signaling.calcium,
4379,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G26080,,TAIR,not specified,
4422,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G26080,,TAIR,not specified,
4423,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G45820,AT4G26080,,TAIR,not specified,
6091,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT4G26080,,23658427,hormone signaling.abscisic acid,
1440,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT4G24400,AT4G24400,,12029080,not specified,
1832,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G22200,,21445098,transport.potassium,
1836,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT4G30960,AT4G22200,,21445098,transport.potassium,
4316,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G21270,,TAIR,not specified,
1373,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT4G21215,,18363786,not specified,
115,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G17615,,16814720,transport.potassium,
249,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G17615,,17922773,stress.abiotic.drought and osmotic,
1561,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,17092313,stress.abiotic.drought and osmotic,
1563,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,17092313,signaling.calcium,
1567,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,16113215,not specified,
1588,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G17615,,12194854,hormone signaling.abscisic acid,
1591,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G17615,,12194854,signaling.calcium,
1784,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,11115898,signaling.calcium,
1790,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,10590166,signaling.calcium,
1793,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G07070,AT4G17615,,10590166,signaling.calcium,
1794,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G26980,AT4G17615,,10590166,signaling.calcium,
1795,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G14580,AT4G17615,,10590166,signaling.calcium,
1813,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G17615,,22253446,not specified,
1819,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT4G17615,S201,22253446,not specified,
1823,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT3G17510,AT4G17615,S201,22253446,not specified,
1825,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT1G30270,AT4G17615,S201,22253446,not specified,
1831,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G17615,,21600398,stress.abiotic.heat and cold,
1833,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G17615,,21445098,signaling.calcium,
1847,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT1G30270,AT4G17615,S201,21685179,not specified,
2127,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G17615,,18643980,not specified,
2128,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,18643980,not specified,
2136,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT4G17615,,11577192,stress.abiotic.light,
2141,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G17615,,17898163,transport.potassium,
2142,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G25090,AT4G17615,,17898163,transport.potassium,
2143,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G17615,,17898163,transport.potassium,
2158,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,17898163,not specified,
4301,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G01140,AT4G17615,,TAIR,not specified,
4303,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G29230,AT4G17615,,TAIR,not specified,
4311,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G17615,,TAIR,not specified,
4317,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G48260,AT4G17615,,TAIR,not specified,
4320,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G25090,AT4G17615,,TAIR,not specified,
4324,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G26980,AT4G17615,,TAIR,not specified,
4328,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT4G17615,,TAIR,not specified,
4338,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G17615,,TAIR,not specified,
4348,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G17615,,TAIR,not specified,
4353,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G14580,AT4G17615,,TAIR,not specified,
4357,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G18700,AT4G17615,,TAIR,not specified,
4362,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G24400,AT4G17615,,TAIR,not specified,
4370,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G17615,,TAIR,not specified,
4376,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G17615,,TAIR,not specified,
4388,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT4G17615,,TAIR,not specified,
4389,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G07070,AT4G17615,,TAIR,not specified,
4394,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G10930,AT4G17615,,TAIR,not specified,
4414,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G17615,,TAIR,not specified,
5898,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT4G17615,,23335733,stress.biotic.reactive oxygen species,
5904,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT4G17615,,23335733,signaling.calcium,
1599,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G17610,,11402167,not specified,
1604,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT4G17610,,11402167,not specified,
1605,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT4G17610,,11402167,not specified,
1609,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G01140,AT4G17610,,11402167,not specified,
1612,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G17610,,11402167,not specified,
4332,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT4G16350,,TAIR,not specified,
4337,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G16350,,TAIR,not specified,
4347,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G16350,,TAIR,not specified,
4356,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G14580,AT4G16350,,TAIR,not specified,
4382,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT4G16350,,TAIR,not specified,
1880,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT4G15210,,19187042,stress.abiotic,
4405,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G14640,,TAIR,not specified,
1602,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G58380,AT4G01420,,11402167,not specified,
1815,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G01420,,22253446,not specified,
4310,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT4G01420,,TAIR,not specified,
4327,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT4G01420,,TAIR,not specified,
4345,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT4G01420,,TAIR,not specified,
4346,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT4G01420,,TAIR,not specified,
4381,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT4G01420,,TAIR,not specified,
4391,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G07070,AT4G01420,,TAIR,not specified,
4415,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT4G01420,,TAIR,not specified,
4427,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G58380,AT4G01420,,TAIR,not specified,
5899,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT4G01420,,23335733,stress.biotic.reactive oxygen species,
5905,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT4G01420,,23335733,signaling.calcium,
1370,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT4G00530,,18363786,not specified,
4369,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT3G51920,,TAIR,not specified,
4404,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT3G51920,,TAIR,not specified,
1861,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT3G44110,,20418496,signaling.calcium,
4368,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT3G43810,,TAIR,not specified,
4403,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT3G43810,,TAIR,not specified,
1371,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT3G43280,,18363786,not specified,
2205,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT3G23000,AT3G23000,,SwissProt,not specified,
1572,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT3G20310,,15994908,hormone signaling.abscisic acid,
1573,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G01810,AT3G20310,,15994908,hormone signaling.abscisic acid,
1574,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT3G20310,,15994908,stress.abiotic.drought and osmotic,
1575,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G01810,AT3G20310,,15994908,stress.abiotic.drought and osmotic,
4380,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01810,AT3G20310,,TAIR,not specified,
1803,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT3G17510,AT3G17510,,22253446,not specified,
1570,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT3G13460,,16113215,not specified,
4342,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT3G13460,,TAIR,not specified,
1569,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT3G03950,,16113215,not specified,
4341,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G17510,AT3G03950,,TAIR,not specified,
1879,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT3G02480,,19187042,stress.abiotic,
1878,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT2G47800,,19187042,stress.abiotic,
1876,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT2G46990,,19187042,hormone signaling.auxin-transport,
4402,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT2G41100,,TAIR,not specified,
4426,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G58380,AT2G41100,,TAIR,not specified,
4367,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT2G41090,,TAIR,not specified,
4401,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT2G41090,,TAIR,not specified,
11,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT2G38170,,14583601,stress.abiotic.drought and osmotic,
4417,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT2G38170,,TAIR,not specified,
6093,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G21326,AT2G36270,,23658427,hormone signaling.abscisic acid,
6094,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT2G36270,,23658427,hormone signaling.abscisic acid,
