TFName	TFLocus	TFFamily	TargetName	TargetLocus	IsTF	TargetType	Confirmation	Category	InteractionType	Reference	Note	PubMedID
AGL15	At5g13790	MADS	At2g45120	At2g45120	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At2g40970	At2g40970	Yes	Direct	Unconfirmed	G2-like Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	At3g60080	At3g60080	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At2g46495	At2g46495	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	NF-YA6	At3g14020	Yes	Direct	Unconfirmed	CCAAT-HAP2	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At3g23060	At3g23060	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At2g36340	At2g36340	Yes	Direct	Unconfirmed	GeBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At3g18930	At3g18930	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At3g18550	At3g18550	Yes	Direct	Unconfirmed	TCP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At1g54160	At1g54160	Yes	Direct	Unconfirmed	CCAAT-HAP2	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	At3g04420	At3g04420	Yes	Direct	Unconfirmed	NAC Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At2g30580	At2g30580	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At3g11580	At3g11580	Yes	Direct	Unconfirmed	RAV Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	At1g78700	At1g78700	Yes	Direct	Unconfirmed	BZR Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At3g06140	At3g06140	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At4g18890	At4g18890	Yes	Direct	Unconfirmed	BZR Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At1g72175	At1g72175	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At5g61600	At5g61600	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At4g23750	At4g23750	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	At2g47810	At2g47810	Yes	Direct	Unconfirmed	CCAAT-HAP3 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At1g71130	At1g71130	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At4g11140	At4g11140	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At1g72830	At1g72830	Yes	Direct	Unconfirmed	CCAAT-HAP2	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At2g35940	At2g35940	Yes	Direct	Unconfirmed	Homeobox Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At4g16750	At4g16750	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At1g74930	At1g74930	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	At1g68550	At1g68550	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At4g33940	At4g33940	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At4g27950	At4g27950	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At4g35580	At4g35580	Yes	Direct	Unconfirmed	NAC Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At5g56780	At5g56780	Yes	Direct	Unconfirmed	HRT	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At5g08139	At5g08139	Yes	Direct	Unconfirmed	C3H Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At2g38950	At2g38950	Yes	Direct	Unconfirmed	JUMONJI Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At4g24060	At4g24060	Yes	Direct	Unconfirmed	C2C2-Dof Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At2g28510	At2g28510	Yes	Direct	Unconfirmed	C2C2-Dof Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At1g69570	At1g69570	Yes	Direct	Unconfirmed	C2C2-Dof Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At1g69580	At1g69580	Yes	Direct	Unconfirmed	G2-like Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At3g10760	At3g10760	Yes	Direct	Unconfirmed	G2-like Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At1g78080	At1g78080	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At1g77640	At1g77640	Yes	Direct	Unconfirmed	AP2-EREBP Family	Repression	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Table2	19767455
AGL15	At5g13790	MADS	At1g76890	At1g76890	Yes	Direct	Unconfirmed	Trihelix Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At5g23090	At5g23090	Yes	Direct	Unconfirmed	CCAAT-DR1	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At3g60580	At3g60580	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At3g20310	At3g20310	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At3g61630	At3g61630	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	At1g76880	At1g76880	Yes	Direct	Unconfirmed	Trihelix Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	NAM	At1g52880	Yes	Direct	Unconfirmed	NAC Family	Repression	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	Table2	19767455
AGL15	At5g13790	MADS	NAP	At1g69490	Yes	Direct	Unconfirmed	NAC Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	OBP2	At1g07640	Yes	Direct	Unconfirmed	C2C2-Dof Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	OBP4	At5g60850	Yes	Direct	Unconfirmed	C2C2-Dof Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	PHD	At5g22260	Yes	Direct	Unconfirmed	PHD Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	RAV1	At1g13260	Yes	Direct	Confirmed	RAV Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks+SupplementalTable2	19767455
AGL15	At5g13790	MADS	RAV2	At1g68840	Yes	Direct	Confirmed	RAV Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks+SupplementalTable1	19767455
AGL15	At5g13790	MADS	RD26	At4g27410	Yes	Direct	Unconfirmed	NAC Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	REM19	At1g49480	Yes	Direct	Unconfirmed	REM Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	REM2	At4g31620	Yes	Direct	Unconfirmed	REM Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	REM22	At3g46770	Yes	Direct	Unconfirmed	REM Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	RGA	At2g01570	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	RGL1	At1g66350	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	RGL3	At5g17490	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	SCL1	At1g21450	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SCL11	At5g59450	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SCL3	At1g50420	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	SCR	At3g54220	Yes	Direct	Unconfirmed	GRAS Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SPL11	At1g27360	Yes	Direct	Unconfirmed	SBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SPL12	At3g60030	Yes	Direct	Unconfirmed	SBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SPL13	At5g50570	Yes	Direct	Unconfirmed	SBP Family	Repression	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks+Table2	19767455
AGL15	At5g13790	MADS	SPL14	At1g20980	Yes	Direct	Unconfirmed	SBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SPL16	At1g76580	Yes	Direct	Unconfirmed	SBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SPL2	At5g43270	Yes	Direct	Unconfirmed	SBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	SPL8	At1g02065	Yes	Direct	Unconfirmed	SBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	SUP	At3g23130	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	TCP3	At1g53230	Yes	Direct	Unconfirmed	TCP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	TFPD	At3g02150	Yes	Direct	Unconfirmed	TCP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	TOE1	At2g28550	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	VND3	At5g66300	Yes	Direct	Unconfirmed	NAC Family	Activation	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Table1	19767455
AGL15	At5g13790	MADS	VND7	At1g71930	Yes	Direct	Unconfirmed	NAC Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	SHINE1	At1g15360	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	WOX1	At3g18010	Yes	Direct	Unconfirmed	Homeobox Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	WOX13	At4g35550	Yes	Direct	Unconfirmed	Homeobox Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	YAB3	At4g00180	Yes	Direct	Unconfirmed	C2C2-YABBY	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	ZAT10	At1g27730	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	ZAT11	At2g37430	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	ZAT12	At5g59820	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	ZAT5	At2g28200	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+Parks	19767455
AGL15	At5g13790	MADS	ZFP3	At5g25160	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	ZFP4	At1g66140	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	ZFP7	At1g24625	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	At1g01150	At1g01150	Yes	Direct	Unconfirmed	Putative MyB TF	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	EXGT-A3	At2g01850	No	Direct	Unconfirmed	NA	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AGL15	At5g13790	MADS	AGF2	At3g55560	Yes	Direct	Unconfirmed	AGF-AT hook	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome	19767455
AGL15	At5g13790	MADS	CO	At5g15340	Yes	Direct	Unconfirmed	C2-C2-CO-LIKE Family	Unknown	Zheng et al., 2009. Global Identification of Targets of the Arabidopsis MADS Domain Protein AGAMOUS-Like 15. The Plant Cell21(9):2563-2577	ChIP-Chip+CisGenome+Parks	19767455
AtMYB124	At1g14350	MYB	At1g01030	At1g01030	Yes	Direct	Unconfirmed	ABI3VP1 Family	Unknown	Xie Z et al., 2010. Regulation of Cell Proliferation in the Stomatal Lineage by the Arabidopsis MYB FOUR LIPS via Direct Targeting of Core Cell Cycle Genes. Plant Cell	NOTE1	20675570
AtMYB124	At1g14350	MYB	At1g01040	At1g01040	No	Direct	Unconfirmed	Involved in citokinesis	Unknown	Xie Z et al., 2010. Regulation of Cell Proliferation in the Stomatal Lineage by the Arabidopsis MYB FOUR LIPS via Direct Targeting of Core Cell Cycle Genes. Plant Cell	NOTE2	20675570
AtMYB124	At1g14350	MYB	At1g02450	At1g02450	No	Direct	Unconfirmed	Involved in negative regulation of transcription	Unknown	Xie Z et al., 2010. Regulation of Cell Proliferation in the Stomatal Lineage by the Arabidopsis MYB FOUR LIPS via Direct Targeting of Core Cell Cycle Genes. Plant Cell	NOTE3	20675570
AtMYB124	At1g14350	MYB	At1g03160	At1g03160	No	Direct	Unconfirmed	Involved in thylakoid membrane organization	Unknown	Xie Z et al., 2010. Regulation of Cell Proliferation in the Stomatal Lineage by the Arabidopsis MYB FOUR LIPS via Direct Targeting of Core Cell Cycle Genes. Plant Cell	NOTE4	20675570
